+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | [Landorus-Therian]      |  110 |  50.46% |  49.09% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 8    | Skarmory                |    2 |  16.67% |  50.00% |
| 8    | Clefable                |    2 |  16.67% |  50.00% |
| 8    | Gastrodon               |    2 |  16.67% |  50.00% |
| 8    | Kartana                 |    2 |  16.67% |   0.00% |
| 8    | Victini                 |    2 |  16.67% |   0.00% |
| 15   | Magnezone               |    1 |   8.33% | 100.00% |
| 15   | Thundurus-Therian       |    1 |   8.33% |   0.00% |
| 15   | Tapu Lele               |    1 |   8.33% |   0.00% |
| 15   | Weavile                 |    1 |   8.33% |   0.00% |
| 15   | Charizard               |    1 |   8.33% |   0.00% |
| 15   | Blacephalon             |    1 |   8.33% |   0.00% |
| 15   | Serperior               |    1 |   8.33% |   0.00% |
| 15   | Celesteela              |    1 |   8.33% |   0.00% |
| 15   | Kommo-o                 |    1 |   8.33% |   0.00% |
| 15   | Lopunny                 |    1 |   8.33% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 36   | [Magnezone]             |   11 |   5.05% |  54.55% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Volt Switch             |    7 |  63.64% |  42.86% |
| 2    | Flash Cannon            |    2 |  18.18% | 100.00% |
| 2    | Thunderbolt             |    2 |  18.18% |  50.00% |
| 4    | Gigavolt Havoc          |    1 |   9.09% | 100.00% |
| 4    | Substitute              |    1 |   9.09% | 100.00% |
| 4    | Toxic                   |    1 |   9.09% |   0.00% |
| 4    | Hidden Power            |    1 |   9.09% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Kartana                 |    5 |  45.45% |  40.00% |
| 1    | Gliscor                 |    5 |  45.45% |  20.00% |
| 3    | Landorus-Therian        |    4 |  36.36% |  75.00% |
| 3    | Tapu Fini               |    4 |  36.36% |  75.00% |
| 3    | Chansey                 |    4 |  36.36% |   0.00% |
| 6    | Greninja-*              |    3 |  27.27% | 100.00% |
| 6    | Clefable                |    3 |  27.27% | 100.00% |
| 6    | Rillaboom               |    3 |  27.27% |  33.33% |
| 6    | Slowbro                 |    3 |  27.27% |   0.00% |
| 10   | Mawile                  |    2 |  18.18% | 100.00% |
| 10   | Latios                  |    2 |  18.18% | 100.00% |
| 10   | Garchomp                |    2 |  18.18% | 100.00% |
| 10   | Beedrill                |    2 |  18.18% |   0.00% |
| 10   | Diancie                 |    2 |  18.18% |   0.00% |
| 15   | Dragonite               |    1 |   9.09% | 100.00% |
| 15   | Toxapex                 |    1 |   9.09% | 100.00% |
| 15   | Pinsir                  |    1 |   9.09% | 100.00% |
| 15   | Diggersby               |    1 |   9.09% | 100.00% |
| 15   | Mantine                 |    1 |   9.09% | 100.00% |
| 15   | Tapu Lele               |    1 |   9.09% | 100.00% |
| 15   | Slowking                |    1 |   9.09% | 100.00% |
| 15   | Corviknight             |    1 |   9.09% | 100.00% |
| 15   | Tapu Koko               |    1 |   9.09% |   0.00% |
| 15   | Zapdos                  |    1 |   9.09% |   0.00% |
| 15   | Latias                  |    1 |   9.09% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 37   | [Cresselia]             |   10 |   4.59% |  60.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Ice Beam                |    4 |  40.00% |  75.00% |
| 2    | Lunar Dance             |    3 |  30.00% | 100.00% |
| 2    | Thunder Wave            |    3 |  30.00% |  66.67% |
| 2    | Moonlight               |    3 |  30.00% |  66.67% |
| 5    | Calm Mind               |    1 |  10.00% | 100.00% |
| 5    | Trick                   |    1 |  10.00% | 100.00% |
| 5    | Psyshock                |    1 |  10.00% |   0.00% |
| 5    | Protect                 |    1 |  10.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Zapdos                  |    3 |  30.00% |  66.67% |
| 1    | Diancie                 |    3 |  30.00% |  66.67% |
| 1    | Volcarona               |    3 |  30.00% |  66.67% |
| 1    | Suicune                 |    3 |  30.00% |  66.67% |
| 1    | Serperior               |    3 |  30.00% |  66.67% |
| 1    | Kyurem                  |    3 |  30.00% |  66.67% |
| 7    | Tapu Fini               |    2 |  20.00% | 100.00% |
| 7    | Garchomp                |    2 |  20.00% | 100.00% |
| 7    | Melmetal                |    2 |  20.00% |  50.00% |
| 7    | Corviknight             |    2 |  20.00% |  50.00% |
| 7    | Clefable                |    2 |  20.00% |  50.00% |
| 7    | Toxapex                 |    2 |  20.00% |   0.00% |
| 13   | Heracross               |    1 |  10.00% | 100.00% |
| 13   | Kartana                 |    1 |  10.00% | 100.00% |
| 13   | Venusaur                |    1 |  10.00% | 100.00% |
| 13   | Tapu Koko               |    1 |  10.00% | 100.00% |
| 13   | Heatran                 |    1 |  10.00% | 100.00% |
| 13   | Seismitoad              |    1 |  10.00% | 100.00% |
| 13   | Skarmory                |    1 |  10.00% | 100.00% |
| 13   | Hatterene               |    1 |  10.00% | 100.00% |
| 13   | Porygon2                |    1 |  10.00% | 100.00% |
| 13   | Marowak-Alola           |    1 |  10.00% | 100.00% |
| 13   | Crawdaunt               |    1 |  10.00% | 100.00% |
| 13   | Blissey                 |    1 |  10.00% |   0.00% |
| 13   | Hydreigon               |    1 |  10.00% |   0.00% |
| 13   | Gliscor                 |    1 |  10.00% |   0.00% |
| 13   | Scizor                  |    1 |  10.00% |   0.00% |
| 13   | Pelipper                |    1 |  10.00% |   0.00% |
| 13   | Swampert                |    1 |  10.00% |   0.00% |
| 13   | Azumarill               |    1 |  10.00% |   0.00% |
| 13   | Quagsire                |    1 |  10.00% |   0.00% |
| 13   | Latias                  |    1 |  10.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 38   | [Pelipper]              |    9 |   4.13% |  44.44% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | U-turn                  |    4 |  44.44% |  25.00% |
| 2    | Defog                   |    3 |  33.33% |  33.33% |
| 3    | Scald                   |    2 |  22.22% |  50.00% |
| 4    | Roost                   |    1 |  11.11% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Swampert                |    9 | 100.00% |  44.44% |
| 1    | Zapdos                  |    9 | 100.00% |  44.44% |
| 3    | Ferrothorn              |    8 |  88.89% |  50.00% |
| 4    | Manaphy                 |    7 |  77.78% |  57.14% |
| 5    | Weavile                 |    5 |  55.56% |  60.00% |
| 6    | Greninja-*              |    3 |  33.33% |  33.33% |
| 7    | Melmetal                |    2 |  22.22% |   0.00% |
| 8    | Cresselia               |    1 |  11.11% |   0.00% |
| 8    | Azumarill               |    1 |  11.11% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 38   | [Swampert]              |    9 |   4.13% |  44.44% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Earthquake              |    6 |  66.67% |  50.00% |
| 1    | Waterfall               |    6 |  66.67% |  33.33% |
| 3    | Liquidation             |    2 |  22.22% | 100.00% |
| 3    | Toxic                   |    2 |  22.22% |  50.00% |
| 3    | Ice Punch               |    2 |  22.22% |  50.00% |
| 6    | Flip Turn               |    1 |  11.11% | 100.00% |
| 6    | Substitute              |    1 |  11.11% | 100.00% |
| 6    | Stealth Rock            |    1 |  11.11% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Pelipper                |    9 | 100.00% |  44.44% |
| 1    | Zapdos                  |    9 | 100.00% |  44.44% |
| 3    | Ferrothorn              |    8 |  88.89% |  50.00% |
| 4    | Manaphy                 |    7 |  77.78% |  57.14% |
| 5    | Weavile                 |    5 |  55.56% |  60.00% |
| 6    | Greninja-*              |    3 |  33.33% |  33.33% |
| 7    | Melmetal                |    2 |  22.22% |   0.00% |
| 8    | Cresselia               |    1 |  11.11% |   0.00% |
| 8    | Azumarill               |    1 |  11.11% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 38   | [Urshifu]               |    9 |   4.13% |  55.56% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Surging Strikes         |    9 | 100.00% |  55.56% |
| 2    | U-turn                  |    6 |  66.67% |  50.00% |
| 3    | Close Combat            |    5 |  55.56% |  80.00% |
| 4    | Aqua Jet                |    2 |  22.22% |  50.00% |
| 5    | Taunt                   |    1 |  11.11% | 100.00% |
| 5    | Rock Slide              |    1 |  11.11% | 100.00% |
| 5    | Thunder Punch           |    1 |  11.11% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Tapu Lele               |    5 |  55.56% |  60.00% |
| 1    | Landorus-Therian        |    5 |  55.56% |  60.00% |
| 3    | Heatran                 |    4 |  44.44% |  50.00% |
| 4    | Tyranitar               |    3 |  33.33% |  66.67% |
| 4    | Excadrill               |    3 |  33.33% |  66.67% |
| 4    | Zapdos                  |    3 |  33.33% |  66.67% |
| 4    | Kartana                 |    3 |  33.33% |  33.33% |
| 4    | Manectric               |    3 |  33.33% |  33.33% |
| 9    | Toxapex                 |    2 |  22.22% |  50.00% |
| 9    | Celesteela              |    2 |  22.22% |  50.00% |
| 11   | Ferrothorn              |    1 |  11.11% | 100.00% |
| 11   | Diancie                 |    1 |  11.11% | 100.00% |
| 11   | Aegislash               |    1 |  11.11% | 100.00% |
| 11   | Tangrowth               |    1 |  11.11% | 100.00% |
| 11   | Tapu Koko               |    1 |  11.11% | 100.00% |
| 11   | Scizor                  |    1 |  11.11% | 100.00% |
| 11   | Porygon-Z               |    1 |  11.11% | 100.00% |
| 11   | Rillaboom               |    1 |  11.11% |   0.00% |
| 11   | Garchomp                |    1 |  11.11% |   0.00% |
| 11   | Slowking-Galar          |    1 |  11.11% |   0.00% |
| 11   | Corviknight             |    1 |  11.11% |   0.00% |
| 11   | Weavile                 |    1 |  11.11% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 38   | [Manaphy]               |    9 |   4.13% |  44.44% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Hydro Vortex            |    5 |  55.56% |  60.00% |
| 1    | Surf                    |    5 |  55.56% |  40.00% |
| 1    | Tail Glow               |    5 |  55.56% |  20.00% |
| 4    | Energy Ball             |    3 |  33.33% |  66.67% |
| 5    | Rest                    |    2 |  22.22% |   0.00% |
| 6    | Ice Beam                |    1 |  11.11% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Pelipper                |    7 |  77.78% |  57.14% |
| 1    | Swampert                |    7 |  77.78% |  57.14% |
| 1    | Ferrothorn              |    7 |  77.78% |  57.14% |
| 1    | Zapdos                  |    7 |  77.78% |  57.14% |
| 5    | Weavile                 |    5 |  55.56% |  60.00% |
| 6    | Greninja-*              |    2 |  22.22% |  50.00% |
| 7    | Grimmsnarl              |    1 |  11.11% |   0.00% |
| 7    | Garchomp                |    1 |  11.11% |   0.00% |
| 7    | Kommo-o                 |    1 |  11.11% |   0.00% |
| 7    | Volcarona               |    1 |  11.11% |   0.00% |
| 7    | Kyurem                  |    1 |  11.11% |   0.00% |
| 7    | Ribombee                |    1 |  11.11% |   0.00% |
| 7    | Serperior               |    1 |  11.11% |   0.00% |
| 7    | Bisharp                 |    1 |  11.11% |   0.00% |
| 7    | Thundurus-Therian       |    1 |  11.11% |   0.00% |
| 7    | Charizard               |    1 |  11.11% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 38   | [Celesteela]            |    9 |   4.13% |  66.67% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Leech Seed              |    7 |  77.78% |  85.71% |
| 2    | Heavy Slam              |    6 |  66.67% |  66.67% |
| 3    | Protect                 |    5 |  55.56% |  80.00% |
| 4    | Flamethrower            |    4 |  44.44% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Toxapex                 |    8 |  88.89% |  75.00% |
| 2    | Tyranitar               |    6 |  66.67% |  83.33% |
| 2    | Excadrill               |    6 |  66.67% |  83.33% |
| 4    | Latias                  |    3 |  33.33% | 100.00% |
| 4    | Kyurem                  |    3 |  33.33% |  66.67% |
| 4    | Diancie                 |    3 |  33.33% |  33.33% |
| 7    | Landorus-Therian        |    2 |  22.22% | 100.00% |
| 7    | Urshifu                 |    2 |  22.22% |  50.00% |
| 7    | Greninja-*              |    2 |  22.22% |  50.00% |
| 7    | Gliscor                 |    2 |  22.22% |  50.00% |
| 7    | Serperior               |    2 |  22.22% |  50.00% |
| 12   | Clefable                |    1 |  11.11% | 100.00% |
| 12   | Tangrowth               |    1 |  11.11% | 100.00% |
| 12   | Zapdos                  |    1 |  11.11% |   0.00% |
| 12   | Dragonite               |    1 |  11.11% |   0.00% |
| 12   | Blacephalon             |    1 |  11.11% |   0.00% |
| 12   | Kommo-o                 |    1 |  11.11% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 43   | [Kommo-o]               |    8 |   3.67% |  25.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Belly Drum              |    2 |  25.00% |   0.00% |
| 1    | Thunder Punch           |    2 |  25.00% |   0.00% |
| 3    | Clangorous Soulblaze    |    1 |  12.50% |   0.00% |
| 3    | Clanging Scales         |    1 |  12.50% |   0.00% |
| 3    | Stealth Rock            |    1 |  12.50% |   0.00% |
| 3    | Substitute              |    1 |  12.50% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Landorus-Therian        |    4 |  50.00% |  50.00% |
| 1    | Serperior               |    4 |  50.00% |  25.00% |
| 3    | Volcarona               |    3 |  37.50% |  33.33% |
| 3    | Tapu Lele               |    3 |  37.50% |   0.00% |
| 5    | Greninja-*              |    2 |  25.00% |  50.00% |
| 5    | Jirachi                 |    2 |  25.00% |  50.00% |
| 5    | Charizard               |    2 |  25.00% |  50.00% |
| 8    | Aegislash               |    1 |  12.50% | 100.00% |
| 8    | Tapu Koko               |    1 |  12.50% | 100.00% |
| 8    | Pinsir                  |    1 |  12.50% | 100.00% |
| 8    | Grimmsnarl              |    1 |  12.50% |   0.00% |
| 8    | Manaphy                 |    1 |  12.50% |   0.00% |
| 8    | Garchomp                |    1 |  12.50% |   0.00% |
| 8    | Kyurem                  |    1 |  12.50% |   0.00% |
| 8    | Melmetal                |    1 |  12.50% |   0.00% |
| 8    | Tapu Fini               |    1 |  12.50% |   0.00% |
| 8    | Manectric               |    1 |  12.50% |   0.00% |
| 8    | Scizor                  |    1 |  12.50% |   0.00% |
| 8    | Suicune                 |    1 |  12.50% |   0.00% |
| 8    | Diancie                 |    1 |  12.50% |   0.00% |
| 8    | Dragonite               |    1 |  12.50% |   0.00% |
| 8    | Blacephalon             |    1 |  12.50% |   0.00% |
| 8    | Celesteela              |    1 |  12.50% |   0.00% |
| 8    | Ribombee                |    1 |  12.50% |   0.00% |
| 8    | Rampardos               |    1 |  12.50% |   0.00% |
| 8    | Gyarados                |    1 |  12.50% |   0.00% |
| 8    | Bisharp                 |    1 |  12.50% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 43   | [Hawlucha]              |    8 |   3.67% |  12.50% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Acrobatics              |    5 |  62.50% |  20.00% |
| 2    | Swords Dance            |    4 |  50.00% |  25.00% |
| 2    | Close Combat            |    4 |  50.00% |   0.00% |
| 4    | Stone Edge              |    2 |  25.00% |  50.00% |
| 4    | Substitute              |    2 |  25.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Landorus-Therian        |    8 | 100.00% |  12.50% |
| 2    | Tapu Koko               |    7 |  87.50% |  14.29% |
| 3    | Greninja-*              |    5 |  62.50% |  20.00% |
| 3    | Medicham                |    5 |  62.50% |  20.00% |
| 3    | Melmetal                |    5 |  62.50% |  20.00% |
| 6    | Gyarados                |    1 |  12.50% |   0.00% |
| 6    | Serperior               |    1 |  12.50% |   0.00% |
| 6    | Blacephalon             |    1 |  12.50% |   0.00% |
| 6    | Tapu Fini               |    1 |  12.50% |   0.00% |
| 6    | Diancie                 |    1 |  12.50% |   0.00% |
| 6    | Weavile                 |    1 |  12.50% |   0.00% |
| 6    | Ferrothorn              |    1 |  12.50% |   0.00% |
| 6    | Rotom-Wash              |    1 |  12.50% |   0.00% |
| 6    | Tapu Lele               |    1 |  12.50% |   0.00% |
| 6    | Charizard               |    1 |  12.50% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 45   | [Gastrodon]             |    7 |   3.21% |  57.14% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Scald                   |    5 |  71.43% |  60.00% |
| 2    | Toxic                   |    3 |  42.86% |  66.67% |
| 2    | Clear Smog              |    3 |  42.86% |  33.33% |
| 2    | Recover                 |    3 |  42.86% |  33.33% |
| 5    | Earthquake              |    2 |  28.57% | 100.00% |
| 6    | Earth Power             |    1 |  14.29% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Clefable                |    7 | 100.00% |  57.14% |
| 2    | Skarmory                |    4 |  57.14% |  75.00% |
| 2    | Latias                  |    4 |  57.14% |  50.00% |
| 2    | Heatran                 |    4 |  57.14% |  50.00% |
| 5    | Scizor                  |    2 |  28.57% |  50.00% |
| 5    | Dragonite               |    2 |  28.57% |  50.00% |
| 5    | Tapu Koko               |    2 |  28.57% |  50.00% |
| 5    | Weavile                 |    2 |  28.57% |  50.00% |
| 9    | Lopunny                 |    1 |  14.29% | 100.00% |
| 9    | Moltres                 |    1 |  14.29% | 100.00% |
| 9    | Melmetal                |    1 |  14.29% | 100.00% |
| 9    | Reuniclus               |    1 |  14.29% | 100.00% |
| 9    | Toxapex                 |    1 |  14.29% | 100.00% |
| 9    | Kartana                 |    1 |  14.29% |   0.00% |
| 9    | Rillaboom               |    1 |  14.29% |   0.00% |
| 9    | Serperior               |    1 |  14.29% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 46   | [Rillaboom]             |    6 |   2.75% |  33.33% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Grassy Glide            |    4 |  66.67% |  50.00% |
| 2    | Wood Hammer             |    3 |  50.00% |  33.33% |
| 3    | Knock Off               |    2 |  33.33% |  50.00% |
| 3    | Swords Dance            |    2 |  33.33% |  50.00% |
| 3    | U-turn                  |    2 |  33.33% |   0.00% |
| 6    | All-Out Pummeling       |    1 |  16.67% | 100.00% |
| 6    | Drain Punch             |    1 |  16.67% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Garchomp                |    3 |  50.00% |  66.67% |
| 1    | Magnezone               |    3 |  50.00% |  33.33% |
| 3    | Corviknight             |    2 |  33.33% |  50.00% |
| 3    | Gliscor                 |    2 |  33.33% |   0.00% |
| 3    | Chansey                 |    2 |  33.33% |   0.00% |
| 3    | Latias                  |    2 |  33.33% |   0.00% |
| 3    | Kartana                 |    2 |  33.33% |   0.00% |
| 8    | Diancie                 |    1 |  16.67% | 100.00% |
| 8    | Rotom-Wash              |    1 |  16.67% | 100.00% |
| 8    | Melmetal                |    1 |  16.67% | 100.00% |
| 8    | Zapdos                  |    1 |  16.67% | 100.00% |
| 8    | Mawile                  |    1 |  16.67% | 100.00% |
| 8    | Tapu Fini               |    1 |  16.67% | 100.00% |
| 8    | Beedrill                |    1 |  16.67% |   0.00% |
| 8    | Slowbro                 |    1 |  16.67% |   0.00% |
| 8    | Gastrodon               |    1 |  16.67% |   0.00% |
| 8    | Clefable                |    1 |  16.67% |   0.00% |
| 8    | Heatran                 |    1 |  16.67% |   0.00% |
| 8    | Slowking-Galar          |    1 |  16.67% |   0.00% |
| 8    | Urshifu                 |    1 |  16.67% |   0.00% |
| 8    | Weavile                 |    1 |  16.67% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 47   | [Hatterene]             |    5 |   2.29% |  80.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Mystical Fire           |    4 |  80.00% | 100.00% |
| 2    | Draining Kiss           |    3 |  60.00% | 100.00% |
| 2    | Trick Room              |    3 |  60.00% | 100.00% |
| 2    | Psychic                 |    3 |  60.00% | 100.00% |
| 5    | Shattered Psyche        |    2 |  40.00% | 100.00% |
| 6    | Psyshock                |    1 |  20.00% | 100.00% |
| 6    | Calm Mind               |    1 |  20.00% | 100.00% |
| 6    | Toxic Spikes            |    1 |  20.00% | 100.00% |
| 6    | Healing Wish            |    1 |  20.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Greninja-*              |    3 |  60.00% |  66.67% |
| 1    | Kartana                 |    3 |  60.00% |  66.67% |
| 1    | Landorus-Therian        |    3 |  60.00% |  66.67% |
| 1    | Tapu Lele               |    3 |  60.00% |  66.67% |
| 5    | Mawile                  |    2 |  40.00% | 100.00% |
| 6    | Shedinja                |    1 |  20.00% | 100.00% |
| 6    | Quagsire                |    1 |  20.00% | 100.00% |
| 6    | Chansey                 |    1 |  20.00% | 100.00% |
| 6    | Skarmory                |    1 |  20.00% | 100.00% |
| 6    | Kyurem                  |    1 |  20.00% | 100.00% |
| 6    | Cresselia               |    1 |  20.00% | 100.00% |
| 6    | Porygon2                |    1 |  20.00% | 100.00% |
| 6    | Melmetal                |    1 |  20.00% | 100.00% |
| 6    | Marowak-Alola           |    1 |  20.00% | 100.00% |
| 6    | Crawdaunt               |    1 |  20.00% | 100.00% |
| 6    | Charizard               |    1 |  20.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 47   | [Manectric]             |    5 |   2.29% |  40.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Volt Switch             |    5 | 100.00% |  40.00% |
| 2    | Thunderbolt             |    3 |  60.00% |  66.67% |
| 3    | Flamethrower            |    2 |  40.00% | 100.00% |
| 3    | Hidden Power            |    2 |  40.00% |  50.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Landorus-Therian        |    5 | 100.00% |  40.00% |
| 2    | Tapu Lele               |    4 |  80.00% |  25.00% |
| 3    | Urshifu                 |    3 |  60.00% |  33.33% |
| 3    | Kartana                 |    3 |  60.00% |  33.33% |
| 3    | Heatran                 |    3 |  60.00% |  33.33% |
| 6    | Melmetal                |    2 |  40.00% |  50.00% |
| 7    | Victini                 |    1 |  20.00% | 100.00% |
| 7    | Serperior               |    1 |  20.00% | 100.00% |
| 7    | Gyarados                |    1 |  20.00% | 100.00% |
| 7    | Tapu Fini               |    1 |  20.00% |   0.00% |
| 7    | Kommo-o                 |    1 |  20.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 47   | [Blacephalon]           |    5 |   2.29% |  60.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Shadow Ball             |    3 |  60.00% |  33.33% |
| 2    | Substitute              |    2 |  40.00% | 100.00% |
| 2    | Calm Mind               |    2 |  40.00% |  50.00% |
| 2    | Never-Ending Nightmare  |    2 |  40.00% |  50.00% |
| 2    | Flamethrower            |    2 |  40.00% |  50.00% |
| 6    | Mind Blown              |    1 |  20.00% | 100.00% |
| 6    | Pain Split              |    1 |  20.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
